25,50,89,139,3.46,64.5
25,50,88,138,3.5,64.0
25,50,87,137,3.55,63.5
25,50,86,136,3.58,63.0
25,50,85,135,3.61,62.5
25,50,93,143,3.72,65.76
25,50,92,142,3.75,66.0
25,50,94,144,3.76,63.68
25,50,91,141,3.78,65.5
25,50,90,140,3.81,65.0
